# Cinquegrana, Heger & Karakas 2025
M      10.5   10.8   11.0   11.3   11.5   11.8   12.0   12.3   12.5   12.8   13.3   13.5   13.8   14.0   14.3   14.5   14.8   15.0   15.3   15.5   15.8   16.0   16.3   16.5   16.8   17.0   17.3   17.5   17.8   18.0   18.3   18.5   18.8   19.0   19.3   19.5   19.8
E      1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0
Mrem   1.518   1.534   1.552   1.632   1.543   11.731   1.630   12.228   12.477   12.726   1.462   1.506   1.533   1.559   1.594   1.596   1.479   14.964   1.545   1.638   1.563   15.958   1.672   1.640   1.644   16.952   17.199   17.447   17.695   17.940   18.193   18.436   18.688   18.936   19.182   19.430   19.676
Si30  8.435288e-06   8.678251e-06   9.198429e-06   8.890056e-06   1.007472e-05   3.560766e-09   1.491144e-05   3.994542e-09   4.225957e-09   4.465561e-09   4.208517e-05   2.114856e-05   2.408421e-05   9.978819e-05   1.261073e-05   1.629990e-05   2.160774e-05   6.648081e-09   8.640693e-05   1.792791e-04   1.432487e-04   7.735981e-09   2.357567e-04   1.838146e-04   1.581181e-04   8.868941e-09   9.318338e-09   9.809546e-09   1.003583e-08   1.108269e-08   1.051607e-08   1.169340e-08   1.129904e-08   1.182078e-08   1.256393e-08   1.277009e-08   1.351774e-08
P31   4.444273e-06   4.758035e-06   5.276779e-06   4.733889e-06   6.412406e-06   9.844236e-10   7.157702e-06   1.104344e-09   1.168321e-09   1.234560e-09   1.558861e-04   2.728556e-05   2.480908e-05   1.659094e-04   2.065391e-05   2.070125e-05   3.661288e-05   1.837943e-09   1.777187e-04   2.126767e-04   2.743737e-04   2.138706e-09   2.532146e-04   2.628653e-04   2.814621e-04   2.451927e-09   2.576168e-09   2.711969e-09   2.774528e-09   3.063944e-09   2.907295e-09   3.232784e-09   3.123757e-09   3.268000e-09   3.473451e-09   3.530446e-09   3.737144e-09
S32   6.355241e-04   7.130854e-04   8.443237e-04   7.773994e-04   1.324339e-03   5.112934e-08   7.565906e-04   5.735793e-08   6.068083e-08   6.412129e-08   2.279602e-02   7.048392e-03   6.184202e-03   1.553329e-02   6.479067e-03   6.147748e-03   9.643878e-03   9.546024e-08   2.770993e-02   1.645973e-02   3.023753e-02   1.110815e-07   1.974118e-02   2.597171e-02   2.845151e-02   1.273497e-07   1.338026e-07   1.408559e-07   1.441052e-07   1.591370e-07   1.510009e-07   1.679063e-07   1.622436e-07   1.697354e-07   1.804063e-07   1.833665e-07   1.941021e-07
S33   1.944219e-06   2.142796e-06   2.409660e-06   2.093293e-06   3.099783e-06   4.153650e-10   2.161573e-06   4.659648e-10   4.929594e-10   5.209090e-10   1.542607e-04   1.931914e-05   1.614269e-05   1.395514e-04   1.625377e-05   1.428430e-05   2.494803e-05   7.755005e-10   2.256399e-04   1.432410e-04   2.548061e-04   9.024044e-10   1.658970e-04   2.275717e-04   2.478891e-04   1.034564e-09   1.086987e-09   1.144286e-09   1.170682e-09   1.292798e-09   1.226702e-09   1.364039e-09   1.318036e-09   1.378898e-09   1.465586e-09   1.489634e-09   1.576848e-09
S34   3.850507e-06   3.874536e-06   4.256477e-06   4.127201e-06   5.524342e-06   2.398238e-09   4.075140e-06   2.690392e-09   2.846254e-09   3.007630e-09   2.895677e-04   4.138681e-05   3.205504e-05   1.308601e-04   3.396752e-05   2.817305e-05   5.186650e-05   4.477593e-09   4.956972e-04   3.085683e-04   2.649939e-04   5.210312e-09   2.635460e-04   4.310425e-04   2.616079e-04   5.973380e-09   6.276056e-09   6.606893e-09   6.759299e-09   7.464374e-09   7.082747e-09   7.875701e-09   7.610090e-09   7.961495e-09   8.462015e-09   8.600865e-09   9.104423e-09
S36   4.516211e-09   4.687275e-09   4.850639e-09   4.852720e-09   5.317123e-09   8.823733e-12   5.238517e-09   9.898642e-12   1.047210e-11   1.106584e-11   3.272071e-08   1.037137e-08   9.640664e-09   3.549629e-08   9.550601e-09   9.358338e-09   1.359231e-08   1.647421e-11   4.582385e-08   3.940724e-08   5.059867e-08   1.917007e-11   4.516055e-08   5.207492e-08   5.271762e-08   2.197759e-11   2.309122e-11   2.430845e-11   2.486919e-11   2.746334e-11   2.605924e-11   2.897672e-11   2.799947e-11   2.929238e-11   3.113392e-11   3.164478e-11   3.349750e-11
Cl35  9.232308e-07   9.850775e-07   1.108139e-06   9.590528e-07   1.352046e-06   5.393333e-10   1.144984e-06   6.050351e-10   6.400864e-10   6.763778e-10   1.795808e-04   1.334291e-05   1.026366e-05   1.524417e-04   9.626549e-06   7.923040e-06   1.890108e-05   1.006954e-09   1.230906e-04   7.895855e-05   2.628334e-04   1.171733e-09   9.984474e-05   1.452624e-04   2.367702e-04   1.343337e-09   1.411405e-09   1.485806e-09   1.520080e-09   1.678643e-09   1.592820e-09   1.771145e-09   1.711413e-09   1.790439e-09   1.903000e-09   1.934225e-09   2.047469e-09
Cl37  2.555505e-07   2.805226e-07   3.195331e-07   2.605463e-07   3.865130e-07   1.823722e-10   2.976651e-07   2.045889e-10   2.164412e-10   2.287130e-10   5.753097e-05   4.445933e-06   3.371665e-06   3.355116e-05   3.274855e-06   2.557607e-06   6.035566e-06   3.404952e-10   6.897555e-05   2.249495e-05   7.699529e-05   3.962143e-10   2.714838e-05   5.137482e-05   6.363601e-05   4.542411e-10   4.772580e-10   5.024162e-10   5.140058e-10   5.676227e-10   5.386021e-10   5.989017e-10   5.787036e-10   6.054259e-10   6.434875e-10   6.540463e-10   6.923390e-10
Ar36  1.286654e-04   1.517959e-04   1.771817e-04   1.598078e-04   2.732376e-04   1.144203e-08   1.519778e-04   1.283590e-08   1.357952e-08   1.434945e-08   6.961098e-03   1.464820e-03   1.260555e-03   3.796631e-03   1.316137e-03   1.220902e-03   2.097573e-03   2.136267e-08   8.310247e-03   3.107930e-03   8.758665e-03   2.485848e-08   3.825118e-03   6.350397e-03   7.428866e-03   2.849908e-08   2.994316e-08   3.152159e-08   3.224872e-08   3.561264e-08   3.379189e-08   3.757509e-08   3.630786e-08   3.798441e-08   4.037240e-08   4.103486e-08   4.343734e-08
Ar38  2.062530e-06   2.064418e-06   2.244391e-06   2.105350e-06   2.876890e-06   2.195572e-09   2.316410e-06   2.463037e-09   2.605727e-09   2.753466e-09   4.506100e-04   6.866904e-05   4.898836e-05   1.546619e-04   4.593502e-05   3.554775e-05   1.045825e-04   4.099208e-09   5.749459e-04   2.068230e-04   3.345042e-04   4.770007e-09   1.852372e-04   3.611652e-04   2.807832e-04   5.468591e-09   5.745689e-09   6.048568e-09   6.188095e-09   6.833586e-09   6.484209e-09   7.210154e-09   6.966989e-09   7.288697e-09   7.746920e-09   7.874037e-09   8.335041e-09
