# Cinquegrana, Heger & Karakas 2025
M      10.5   10.8   11.0   11.3   11.5   12.0   12.3   12.5   12.8   13.0   13.3   13.5   13.8   14.0   14.3   14.5   14.8   15.0   15.3   15.5   15.8   16.0   16.5
E      1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0   1.0
Mrem   1.306   1.315   1.397   1.506   1.387   1.411   1.423   1.514   1.585   1.590   1.681   1.426   1.473   1.493   1.513   1.540   1.550   1.544   1.458   1.455   1.540   1.560   1.568
V50   4.845554e-08   4.534542e-08   5.223347e-08   5.198924e-08   5.837416e-08   5.292302e-08   5.409593e-08   6.190955e-08   5.997845e-08   6.401869e-08   6.355961e-08   6.202300e-08   1.200649e-06   8.311536e-08   8.185704e-08   8.492986e-08   8.765052e-08   9.147605e-08   1.061208e-07   7.759479e-08   1.321077e-06   1.104096e-07   1.170369e-07
V51   1.873991e-05   1.893693e-05   1.961464e-05   1.981739e-05   2.169895e-05   2.101134e-05   2.155119e-05   2.279854e-05   2.252949e-05   2.325363e-05   2.348038e-05   2.663374e-05   2.820441e-05   2.808069e-05   2.833749e-05   2.913969e-05   2.970700e-05   3.048635e-05   3.262850e-05   3.154534e-05   3.224491e-05   3.461718e-05   3.533608e-05
Cr50  4.291062e-05   4.557104e-05   4.588058e-05   4.463127e-05   5.562738e-05   4.461382e-05   4.629066e-05   5.575962e-05   5.036880e-05   5.510358e-05   5.472299e-05   7.833702e-05   5.697234e-05   8.410798e-05   8.345020e-05   8.750926e-05   8.943434e-05   8.869039e-05   1.077527e-04   9.237961e-05   6.678169e-05   1.126287e-04   1.151417e-04
Cr52  7.530991e-04   7.658970e-04   7.913519e-04   7.972522e-04   8.343184e-04   8.450469e-04   8.662027e-04   9.198625e-04   9.068130e-04   9.360625e-04   9.466435e-04   9.884043e-04   1.005922e-03   1.086543e-03   1.108963e-03   1.141416e-03   1.162057e-03   1.201314e-03   1.229186e-03   1.144593e-03   1.117819e-03   1.327937e-03   1.342264e-03
Cr53  9.015754e-05   9.021729e-05   9.501251e-05   9.528517e-05   1.092409e-04   9.965123e-05   1.022448e-04   1.120131e-04   1.077431e-04   1.130871e-04   1.135505e-04   1.272853e-04   1.217133e-04   1.404794e-04   1.429818e-04   1.481490e-04   1.503933e-04   1.560311e-04   1.644557e-04   1.515226e-04   1.388303e-04   1.789349e-04   1.807395e-04
Cr54  2.210292e-05   2.252123e-05   2.348571e-05   2.421135e-05   2.497615e-05   2.653751e-05   2.709451e-05   2.772117e-05   2.768538e-05   2.835825e-05   2.874174e-05   3.435191e-05   3.619609e-05   3.866532e-05   3.856688e-05   4.017625e-05   4.108757e-05   4.352632e-05   5.005317e-05   5.021103e-05   5.015041e-05   5.422203e-05   5.867955e-05
Mn55  6.628270e-04   6.702281e-04   6.950207e-04   7.028404e-04   7.308142e-04   7.399988e-04   7.577538e-04   8.090340e-04   7.953792e-04   8.253633e-04   8.342926e-04   8.731800e-04   8.845374e-04   9.693610e-04   9.827742e-04   1.015406e-03   1.031407e-03   1.061779e-03   1.102822e-03   1.018712e-03   9.977425e-04   1.184509e-03   1.200717e-03
Fe54  3.841986e-03   3.838578e-03   4.056254e-03   4.055946e-03   4.129532e-03   4.059887e-03   4.164446e-03   4.841316e-03   4.576575e-03   4.840214e-03   4.864963e-03   4.941771e-03   5.067398e-03   6.362508e-03   6.389698e-03   6.737699e-03   6.828747e-03   6.965867e-03   7.422765e-03   5.699774e-03   5.844578e-03   8.259698e-03   8.266676e-03
Fe56  5.894750e-02   5.870175e-02   6.233289e-02   6.270040e-02   6.279267e-02   6.558668e-02   6.706887e-02   7.246269e-02   7.107393e-02   7.458271e-02   7.487206e-02   7.428330e-02   7.752821e-02   8.487584e-02   8.621430e-02   8.876686e-02   9.074811e-02   9.310242e-02   9.502936e-02   8.484002e-02   8.570487e-02   1.017533e-01   1.058160e-01
Fe57  1.466579e-03   1.392247e-03   1.599773e-03   1.591251e-03   1.499372e-03   1.586810e-03   1.618373e-03   1.899779e-03   1.760944e-03   1.950198e-03   1.918267e-03   1.863414e-03   2.039415e-03   2.437363e-03   2.453654e-03   2.555175e-03   2.625190e-03   2.750819e-03   2.901432e-03   2.296912e-03   2.410894e-03   3.198572e-03   3.404713e-03
